"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"GB43508",2627.29629651434,-7.72568549549107,0.463805963261779,-16.6571499882389,2.6851854408356e-62,1.57450794717629e-59
"GB43293",862.914049461149,4.97445531370785,0.307350029030875,16.1849840372331,6.43665751779128e-59,3.58554007028563e-56
"GB55212",23002.3944519073,5.92328227204764,0.367701357298179,16.1089486195296,2.20745251552138e-58,1.17110611787732e-55
"GB43129",1461.14891306656,-8.82186034953898,0.553019005549881,-15.9521829467094,2.75110062443469e-57,1.3931823662194e-54
"GB55204",65167.2031244486,5.67143255861795,0.359051034895903,15.7956167993284,3.33515025304846e-56,1.61551778127013e-53
"GB49845",607.500884436822,-6.61806015663832,0.421575857618887,-15.6983850878415,1.55141326804975e-55,7.20178967472595e-53
"GB53576",53812.3837423102,5.93785210058035,0.378854825552677,15.6731594798038,2.30814648424943e-55,1.02860239924092e-52
"GB52947",1072.85991396536,-8.71828817392297,0.556459564649436,-15.6674244235795,2.52610320685639e-55,1.08243522413796e-52
"GB52004",825.058900733415,-6.54332835342945,0.418981586375206,-15.6172217734881,5.55749604517557e-55,2.27437793487449e-52
"GB47933",975.207892064591,-7.87098237893315,0.504051669336295,-15.6154276590279,5.71605620469309e-55,2.27437793487449e-52
"GB55213",6682.38423173471,5.84546601749421,0.380057452113781,15.3804799379232,2.21301169209166e-53,8.50178043503212e-51
